date,load
2021-09-07 00:00:00,4695.526
2021-09-07 01:00:00,4447.897
2021-09-07 02:00:00,4293.11
2021-09-07 03:00:00,4156.782
2021-09-07 04:00:00,4155.224
2021-09-07 05:00:00,4243.3765
2021-09-07 06:00:00,4484.63
2021-09-07 07:00:00,4809.004
2021-09-07 08:00:00,5211.7734
2021-09-07 09:00:00,5545.44
2021-09-07 10:00:00,5761.88
2021-09-07 11:00:00,5844.062
2021-09-07 12:00:00,6009.4004
2021-09-07 13:00:00,5993.898
2021-09-07 14:00:00,5963.818
2021-09-07 15:00:00,6083.589
2021-09-07 16:00:00,6131.7437
2021-09-07 17:00:00,6216.9473
2021-09-07 18:00:00,6169.1616
2021-09-07 19:00:00,6141.8276
2021-09-07 20:00:00,6057.855
2021-09-07 21:00:00,5921.51
2021-09-07 22:00:00,5697.1587
2021-09-07 23:00:00,5276.502
2021-09-08 00:00:00,4899.464
2021-09-08 01:00:00,4761.581
2021-09-08 02:00:00,4511.5645
2021-09-08 03:00:00,4370.008
2021-09-08 04:00:00,4317.6523
2021-09-08 05:00:00,4428.443
2021-09-08 06:00:00,4691.5327
2021-09-08 07:00:00,5110.3784
2021-09-08 08:00:00,5534.585
2021-09-08 09:00:00,5771.0796
2021-09-08 10:00:00,5883.9507
2021-09-08 11:00:00,6067.098
2021-09-08 12:00:00,6268.5254
2021-09-08 13:00:00,6405.0674
2021-09-08 14:00:00,6597.956
2021-09-08 15:00:00,6490.82
2021-09-08 16:00:00,6583.528
2021-09-08 17:00:00,6808.811
2021-09-08 18:00:00,6735.1187
2021-09-08 19:00:00,6571.9155
2021-09-08 20:00:00,6431.427
2021-09-08 21:00:00,6444.3203
2021-09-08 22:00:00,5975.1553
2021-09-08 23:00:00,5513.9326
2021-09-09 00:00:00,5432.836
2021-09-09 01:00:00,4872.1157
2021-09-09 02:00:00,4636.073
2021-09-09 03:00:00,4427.2793
2021-09-09 04:00:00,4361.729
2021-09-09 05:00:00,4430.098
2021-09-09 06:00:00,4734.668
2021-09-09 07:00:00,5208.912
2021-09-09 08:00:00,5701.94
2021-09-09 09:00:00,6151.4043
2021-09-09 10:00:00,6222.4385
2021-09-09 11:00:00,6387.4307
2021-09-09 12:00:00,6509.1636
2021-09-09 13:00:00,6602.8926
2021-09-09 14:00:00,6750.034
2021-09-09 15:00:00,6783.6646
2021-09-09 16:00:00,6823.0947
2021-09-09 17:00:00,6872.893
2021-09-09 18:00:00,6772.3457
2021-09-09 19:00:00,6613.1973
2021-09-09 20:00:00,6431.111
2021-09-09 21:00:00,6327.9478
2021-09-09 22:00:00,6219.9585
2021-09-09 23:00:00,5708.7383
2021-09-10 00:00:00,5343.926
2021-09-10 01:00:00,5064.563
2021-09-10 02:00:00,4826.104
2021-09-10 03:00:00,4573.2793
2021-09-10 04:00:00,4450.775
2021-09-10 05:00:00,4539.48
2021-09-10 06:00:00,4844.854
2021-09-10 07:00:00,5392.0967
2021-09-10 08:00:00,5876.2305
2021-09-10 09:00:00,6213.537
2021-09-10 10:00:00,6374.5093
2021-09-10 11:00:00,6522.0156
2021-09-10 12:00:00,6574.1895
2021-09-10 13:00:00,6614.6294
2021-09-10 14:00:00,6788.9717
2021-09-10 15:00:00,6773.7344
2021-09-10 16:00:00,6851.677
2021-09-10 17:00:00,6918.4434
2021-09-10 18:00:00,6736.8364
2021-09-10 19:00:00,6553.9707
2021-09-10 20:00:00,6423.0425
2021-09-10 21:00:00,6322.2866
2021-09-10 22:00:00,6141.224
2021-09-10 23:00:00,5741.5713
2021-09-11 00:00:00,5661.228
2021-09-11 01:00:00,5469.986
2021-09-11 02:00:00,5162.0854
2021-09-11 03:00:00,4903.848
2021-09-11 04:00:00,4708.5073
2021-09-11 05:00:00,4651.888
2021-09-11 06:00:00,4782.348
