date,load
2021-09-07 00:00:00,5175.0996
2021-09-07 01:00:00,5237.345
2021-09-07 02:00:00,5045.6177
2021-09-07 03:00:00,4831.3413
2021-09-07 04:00:00,4722.5103
2021-09-07 05:00:00,4765.8115
2021-09-07 06:00:00,4876.7373
2021-09-07 07:00:00,5456.145
2021-09-07 08:00:00,6078.382
2021-09-07 09:00:00,6632.2773
2021-09-07 10:00:00,7337.4517
2021-09-07 11:00:00,7034.813
2021-09-07 12:00:00,7122.6367
2021-09-07 13:00:00,7094.857
2021-09-07 14:00:00,7446.1655
2021-09-07 15:00:00,7753.948
2021-09-07 16:00:00,8447.046
2021-09-07 17:00:00,8327.015
2021-09-07 18:00:00,8210.792
2021-09-07 19:00:00,7495.209
2021-09-07 20:00:00,7047.4385
2021-09-07 21:00:00,6872.4946
2021-09-07 22:00:00,6646.7583
2021-09-07 23:00:00,6088.0977
2021-09-08 00:00:00,6091.213
2021-09-08 01:00:00,5871.4346
2021-09-08 02:00:00,5474.118
2021-09-08 03:00:00,5537.242
2021-09-08 04:00:00,5518.485
2021-09-08 05:00:00,5592.0786
2021-09-08 06:00:00,5981.3154
2021-09-08 07:00:00,6359.3247
2021-09-08 08:00:00,6768.627
2021-09-08 09:00:00,7061.9414
2021-09-08 10:00:00,7332.077
2021-09-08 11:00:00,7729.8516
2021-09-08 12:00:00,7873.066
2021-09-08 13:00:00,8016.511
2021-09-08 14:00:00,8115.5986
2021-09-08 15:00:00,8300.057
2021-09-08 16:00:00,8357.507
2021-09-08 17:00:00,8476.176
2021-09-08 18:00:00,8209.089
2021-09-08 19:00:00,7942.1826
2021-09-08 20:00:00,7564.9805
2021-09-08 21:00:00,7425.149
2021-09-08 22:00:00,7233.026
2021-09-08 23:00:00,6730.6104
2021-09-09 00:00:00,6359.639
2021-09-09 01:00:00,6098.61
2021-09-09 02:00:00,5851.7725
2021-09-09 03:00:00,5643.316
2021-09-09 04:00:00,5496.0796
2021-09-09 05:00:00,5396.1494
2021-09-09 06:00:00,5765.6094
2021-09-09 07:00:00,6212.691
2021-09-09 08:00:00,6712.223
2021-09-09 09:00:00,7022.613
2021-09-09 10:00:00,7091.7944
2021-09-09 11:00:00,7104.914
2021-09-09 12:00:00,7110.391
2021-09-09 13:00:00,7245.927
2021-09-09 14:00:00,7333.2275
2021-09-09 15:00:00,7265.585
2021-09-09 16:00:00,7384.263
2021-09-09 17:00:00,7389.6924
2021-09-09 18:00:00,7142.823
2021-09-09 19:00:00,7016.727
2021-09-09 20:00:00,6817.6196
2021-09-09 21:00:00,6698.8594
2021-09-09 22:00:00,6512.645
2021-09-09 23:00:00,6286.6963
2021-09-10 00:00:00,5771.7256
2021-09-10 01:00:00,5426.9517
2021-09-10 02:00:00,5164.6084
2021-09-10 03:00:00,4966.1543
2021-09-10 04:00:00,4930.7236
2021-09-10 05:00:00,4929.604
2021-09-10 06:00:00,5212.0522
2021-09-10 07:00:00,5667.2974
2021-09-10 08:00:00,6112.5137
2021-09-10 09:00:00,6481.0664
2021-09-10 10:00:00,6656.5356
2021-09-10 11:00:00,6762.381
2021-09-10 12:00:00,6820.982
2021-09-10 13:00:00,6778.2725
2021-09-10 14:00:00,6811.4263
2021-09-10 15:00:00,6872.7
2021-09-10 16:00:00,6851.07
2021-09-10 17:00:00,6808.1104
2021-09-10 18:00:00,6696.393
2021-09-10 19:00:00,6571.391
2021-09-10 20:00:00,6377.835
2021-09-10 21:00:00,6191.2285
2021-09-10 22:00:00,5991.156
2021-09-10 23:00:00,5751.157
2021-09-11 00:00:00,5166.996
2021-09-11 01:00:00,4950.3677
2021-09-11 02:00:00,4691.68
2021-09-11 03:00:00,4548.484
2021-09-11 04:00:00,4441.6787
2021-09-11 05:00:00,4415.6646
2021-09-11 06:00:00,4448.768
2021-09-11 07:00:00,4655.951
2021-09-11 08:00:00,4977.067
2021-09-11 09:00:00,5342.3115
2021-09-11 10:00:00,5693.5024
2021-09-11 11:00:00,5821.4834
2021-09-11 12:00:00,5894.4604
2021-09-11 13:00:00,5929.689
2021-09-11 14:00:00,6054.2134
2021-09-11 15:00:00,5944.3896
2021-09-11 16:00:00,6058.1655
2021-09-11 17:00:00,6083.396
2021-09-11 18:00:00,6036.477
2021-09-11 19:00:00,5989.7734
2021-09-11 20:00:00,5968.1597
2021-09-11 21:00:00,5927.5986
2021-09-11 22:00:00,5850.2144
2021-09-11 23:00:00,5652.4673
2021-09-12 00:00:00,5458.676
2021-09-12 01:00:00,5175.153
2021-09-12 02:00:00,4908.4727
2021-09-12 03:00:00,4731.1235
2021-09-12 04:00:00,4615.3506
2021-09-12 05:00:00,4596.2515
2021-09-12 06:00:00,4630.7812
2021-09-12 07:00:00,4743.9
2021-09-12 08:00:00,4907.8154
2021-09-12 09:00:00,5258.2915
2021-09-12 10:00:00,5528.473
2021-09-12 11:00:00,5794.24
2021-09-12 12:00:00,6049.43
2021-09-12 13:00:00,6268.323
2021-09-12 14:00:00,6452.993
2021-09-12 15:00:00,6557.318
2021-09-12 16:00:00,6666.162
2021-09-12 17:00:00,6740.3877
2021-09-12 18:00:00,6754.584
2021-09-12 19:00:00,6832.439
2021-09-12 20:00:00,6864.6934
2021-09-12 21:00:00,6859.794
2021-09-12 22:00:00,6755.332
2021-09-12 23:00:00,6315.2603
2021-09-13 00:00:00,6147.8457
2021-09-13 01:00:00,5793.957
2021-09-13 02:00:00,5686.673
2021-09-13 03:00:00,5543.3975
2021-09-13 04:00:00,5449.774
2021-09-13 05:00:00,5522.583
2021-09-13 06:00:00,5865.0483
2021-09-13 07:00:00,6353.8076
2021-09-13 08:00:00,6825.748
2021-09-13 09:00:00,7166.9487
2021-09-13 10:00:00,7430.6016
2021-09-13 11:00:00,7599.7563
2021-09-13 12:00:00,7845.322
2021-09-13 13:00:00,8030.3286
2021-09-13 14:00:00,8007.835
2021-09-13 15:00:00,8264.591
2021-09-13 16:00:00,8212.872
2021-09-13 17:00:00,8330.316
2021-09-13 18:00:00,8196.411
2021-09-13 19:00:00,8113.834
2021-09-13 20:00:00,7914.1807
2021-09-13 21:00:00,7755.268
2021-09-13 22:00:00,7142.868
2021-09-13 23:00:00,6252.431
