date,load
2021-09-07 00:00:00,5526.644
2021-09-07 01:00:00,5398.3677
2021-09-07 02:00:00,5221.3735
2021-09-07 03:00:00,4990.42
2021-09-07 04:00:00,4900.981
2021-09-07 05:00:00,4837.1396
2021-09-07 06:00:00,5063.7217
2021-09-07 07:00:00,5488.537
2021-09-07 08:00:00,6018.47
2021-09-07 09:00:00,6482.851
2021-09-07 10:00:00,6867.5054
2021-09-07 11:00:00,6794.795
2021-09-07 12:00:00,6851.8477
2021-09-07 13:00:00,6821.7007
2021-09-07 14:00:00,6938.707
2021-09-07 15:00:00,7072.408
2021-09-07 16:00:00,7321.235
2021-09-07 17:00:00,7227.0796
2021-09-07 18:00:00,7169.6006
2021-09-07 19:00:00,6873.657
2021-09-07 20:00:00,6645.814
2021-09-07 21:00:00,6544.7573
2021-09-07 22:00:00,6419.217
2021-09-07 23:00:00,6104.939
2021-09-08 00:00:00,6060.2173
2021-09-08 01:00:00,5780.9526
2021-09-08 02:00:00,5449.311
2021-09-08 03:00:00,5462.9336
2021-09-08 04:00:00,5448.4077
2021-09-08 05:00:00,5591.517
2021-09-08 06:00:00,5910.3687
2021-09-08 07:00:00,6376.962
2021-09-08 08:00:00,6799.718
2021-09-08 09:00:00,7054.679
2021-09-08 10:00:00,7469.523
2021-09-08 11:00:00,7736.81
2021-09-08 12:00:00,7915.4644
2021-09-08 13:00:00,8091.6724
2021-09-08 14:00:00,8195.021
2021-09-08 15:00:00,8351.288
2021-09-08 16:00:00,8267.402
2021-09-08 17:00:00,8343.377
2021-09-08 18:00:00,7834.7075
2021-09-08 19:00:00,7870.9033
2021-09-08 20:00:00,7459.882
2021-09-08 21:00:00,7355.4863
2021-09-08 22:00:00,7129.581
2021-09-08 23:00:00,6718.8916
2021-09-09 00:00:00,6341.374
2021-09-09 01:00:00,6072.681
2021-09-09 02:00:00,5810.0054
2021-09-09 03:00:00,5607.0405
2021-09-09 04:00:00,5486.057
2021-09-09 05:00:00,5408.749
2021-09-09 06:00:00,5783.6777
2021-09-09 07:00:00,6284.793
2021-09-09 08:00:00,6789.113
2021-09-09 09:00:00,7086.738
2021-09-09 10:00:00,7145.632
2021-09-09 11:00:00,7186.9507
2021-09-09 12:00:00,7178.9307
2021-09-09 13:00:00,7429.004
2021-09-09 14:00:00,7472.244
2021-09-09 15:00:00,7496.2314
2021-09-09 16:00:00,7598.9243
2021-09-09 17:00:00,7539.167
2021-09-09 18:00:00,7237.285
2021-09-09 19:00:00,7181.987
2021-09-09 20:00:00,6867.1377
2021-09-09 21:00:00,6759.6177
2021-09-09 22:00:00,6532.8784
2021-09-09 23:00:00,6265.1484
2021-09-10 00:00:00,5801.328
