date,load
2021-09-07 00:00:00,4774.29
2021-09-07 01:00:00,4604.6504
2021-09-07 02:00:00,4502.3403
2021-09-07 03:00:00,4428.4297
2021-09-07 04:00:00,4400.48
2021-09-07 05:00:00,4408.2026
2021-09-07 06:00:00,4534.396
2021-09-07 07:00:00,4825.467
2021-09-07 08:00:00,5108.1504
2021-09-07 09:00:00,5403.4155
2021-09-07 10:00:00,5464.7456
2021-09-07 11:00:00,5566.8486
2021-09-07 12:00:00,5840.972
2021-09-07 13:00:00,5831.9375
2021-09-07 14:00:00,5873.1465
2021-09-07 15:00:00,6017.5264
2021-09-07 16:00:00,5973.7583
2021-09-07 17:00:00,6150.798
2021-09-07 18:00:00,6192.108
2021-09-07 19:00:00,6129.3384
2021-09-07 20:00:00,6034.143
2021-09-07 21:00:00,5890.27
2021-09-07 22:00:00,5673.4043
2021-09-07 23:00:00,5313.03
2021-09-08 00:00:00,5049.088
2021-09-08 01:00:00,4881.929
2021-09-08 02:00:00,4663.3
2021-09-08 03:00:00,4530.174
2021-09-08 04:00:00,4470.217
2021-09-08 05:00:00,4545.6177
2021-09-08 06:00:00,4822.592
2021-09-08 07:00:00,5308.9785
2021-09-08 08:00:00,5795.471
2021-09-08 09:00:00,6038.6113
2021-09-08 10:00:00,6175.056
2021-09-08 11:00:00,6393.4243
2021-09-08 12:00:00,6514.9194
2021-09-08 13:00:00,6650.512
2021-09-08 14:00:00,6882.2876
2021-09-08 15:00:00,6655.047
2021-09-08 16:00:00,6631.292
2021-09-08 17:00:00,6928.979
2021-09-08 18:00:00,6836.4517
2021-09-08 19:00:00,6569.6006
2021-09-08 20:00:00,6453.401
2021-09-08 21:00:00,6568.949
2021-09-08 22:00:00,6152.7944
2021-09-08 23:00:00,5701.176
2021-09-09 00:00:00,5656.612
2021-09-09 01:00:00,5139.884
2021-09-09 02:00:00,4935.52
2021-09-09 03:00:00,4740.0234
2021-09-09 04:00:00,4653.1064
2021-09-09 05:00:00,4671.123
2021-09-09 06:00:00,4952.003
2021-09-09 07:00:00,5477.763
2021-09-09 08:00:00,6017.638
2021-09-09 09:00:00,6323.2524
2021-09-09 10:00:00,6499.4834
2021-09-09 11:00:00,6673.021
2021-09-09 12:00:00,6758.6484
2021-09-09 13:00:00,6870.012
2021-09-09 14:00:00,6927.5283
2021-09-09 15:00:00,6997.7427
2021-09-09 16:00:00,6974.701
2021-09-09 17:00:00,7027.6367
2021-09-09 18:00:00,6978.685
2021-09-09 19:00:00,6728.5176
2021-09-09 20:00:00,6572.029
2021-09-09 21:00:00,6584.4976
2021-09-09 22:00:00,6341.977
2021-09-09 23:00:00,5928.267
2021-09-10 00:00:00,5506.873
2021-09-10 01:00:00,5207.797
2021-09-10 02:00:00,5026.618
2021-09-10 03:00:00,4905.777
2021-09-10 04:00:00,4807.2026
2021-09-10 05:00:00,4881.204
2021-09-10 06:00:00,5135.0396
2021-09-10 07:00:00,5728.355
2021-09-10 08:00:00,6223.7046
2021-09-10 09:00:00,6587.3164
2021-09-10 10:00:00,6736.3926
2021-09-10 11:00:00,6846.027
2021-09-10 12:00:00,6868.986
2021-09-10 13:00:00,6879.317
2021-09-10 14:00:00,7015.4043
2021-09-10 15:00:00,6969.0635
2021-09-10 16:00:00,7022.404
2021-09-10 17:00:00,7076.223
2021-09-10 18:00:00,6953.7744
2021-09-10 19:00:00,6698.8643
2021-09-10 20:00:00,6563.5244
2021-09-10 21:00:00,6518.613
2021-09-10 22:00:00,6325.4087
2021-09-10 23:00:00,5956.6953
2021-09-11 00:00:00,5880.7583
2021-09-11 01:00:00,5641.043
2021-09-11 02:00:00,5354.4087
2021-09-11 03:00:00,5110.443
2021-09-11 04:00:00,4977.839
2021-09-11 05:00:00,4921.6924
2021-09-11 06:00:00,5093.872
2021-09-11 07:00:00,5248.976
2021-09-11 08:00:00,5520.296
2021-09-11 09:00:00,5815.434
2021-09-11 10:00:00,6191.165
2021-09-11 11:00:00,6491.78
2021-09-11 12:00:00,6877.6187
2021-09-11 13:00:00,7166.3384
2021-09-11 14:00:00,7338.705
2021-09-11 15:00:00,7565.525
2021-09-11 16:00:00,7728.2344
2021-09-11 17:00:00,7875.259
2021-09-11 18:00:00,7846.829
2021-09-11 19:00:00,7798.2236
2021-09-11 20:00:00,7722.004
2021-09-11 21:00:00,7771.1504
2021-09-11 22:00:00,7599.2676
2021-09-11 23:00:00,7464.9565
2021-09-12 00:00:00,6842.5957
2021-09-12 01:00:00,6513.4697
2021-09-12 02:00:00,6240.6406
2021-09-12 03:00:00,6036.0005
2021-09-12 04:00:00,5887.255
2021-09-12 05:00:00,5755.3755
2021-09-12 06:00:00,5804.8975
2021-09-12 07:00:00,5847.3335
2021-09-12 08:00:00,6087.1714
2021-09-12 09:00:00,6344.4023
2021-09-12 10:00:00,6567.743
2021-09-12 11:00:00,6743.446
2021-09-12 12:00:00,6771.6484
2021-09-12 13:00:00,6738.653
2021-09-12 14:00:00,6688.0415
2021-09-12 15:00:00,6679.361
2021-09-12 16:00:00,6712.754
2021-09-12 17:00:00,6872.7935
2021-09-12 18:00:00,6751.327
2021-09-12 19:00:00,6668.276
2021-09-12 20:00:00,6547.6006
2021-09-12 21:00:00,6450.6265
2021-09-12 22:00:00,6181.098
2021-09-12 23:00:00,5928.372
2021-09-13 00:00:00,5458.197
2021-09-13 01:00:00,5157.9336
2021-09-13 02:00:00,5013.4585
2021-09-13 03:00:00,4864.4004
2021-09-13 04:00:00,4793.7886
2021-09-13 05:00:00,4847.86
2021-09-13 06:00:00,5099.17
2021-09-13 07:00:00,5579.4736
2021-09-13 08:00:00,6085.8306
2021-09-13 09:00:00,6521.3184
2021-09-13 10:00:00,6636.547
2021-09-13 11:00:00,6718.118
2021-09-13 12:00:00,6729.6826
2021-09-13 13:00:00,6783.0986
2021-09-13 14:00:00,6715.475
2021-09-13 15:00:00,6653.208
2021-09-13 16:00:00,6703.329
2021-09-13 17:00:00,6557.821
2021-09-13 18:00:00,6531.4277
2021-09-13 19:00:00,6253.514
2021-09-13 20:00:00,6080.7056
2021-09-13 21:00:00,5963.1084
2021-09-13 22:00:00,5699.877
2021-09-13 23:00:00,5503.39
